profile_id,layer,feature_id,feature_symbol,source_kind,source_section,in_core_spec,in_profile,runtime_presence,lean_formalization_status,decl_anchor,evidence_quality,lean_evidence,runtime_evidence,artifact_contract_kind,artifact_contract_status,artifact_contract_evidence,proof_status,test_status,notes
HE-0.2.10,core,core.special_operator.:,:,special_operator,Type assignment,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Types.lean:69:def typeAnnotation,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Types.lean:69:def typeAnnotation,,syntax_command_head,verified,/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.syntax_spec.json:command_heads.head=:,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.special_operator.=,=,special_operator,Function expression,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Conformance.lean:238:theorem mettaCall_equation_match,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Conformance.lean:238:theorem mettaCall_equation_match,,syntax_command_head,verified,/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.syntax_spec.json:command_heads.head==,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.special_result_or_error.incorrectnumberofarguments,IncorrectNumberOfArguments,special_result_or_error,Special function results,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Types.lean:40:def ErrorCode.toAtom,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Types.lean:40:def ErrorCode.toAtom,,runtime_error_symbol,not_in_export_scope,"Value-level/error symbols, not exporter control fields.",unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.special_result_or_error.noreturn,NoReturn,special_result_or_error,Special function results,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Types.lean:40:def ErrorCode.toAtom,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Types.lean:40:def ErrorCode.toAtom,,runtime_error_symbol,not_in_export_scope,"Value-level/error symbols, not exporter control fields.",unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.special_result_or_error.stackoverflow,StackOverflow,special_result_or_error,Special function results,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/HELanguageDef.lean:88:def mettaHE,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/HELanguageDef.lean:88:def mettaHE,,runtime_error_symbol,not_in_export_scope,"Value-level/error symbols, not exporter control fields.",unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,extension,ext.assert,assert,runtime_extension,HE-0.2.10 extension profile,no,yes,yes,absent,,none,,"hyperon/PeTTa/src/metta.pl:178:assert(Goal, true) :- ( call(Goal) -> true",runtime_extension,unknown,No exporter contract mapping yet.,unknown,runtime-tests-present,Runtime/library assertion helper used by tests and programs.
HE-0.2.10,extension,ext.assertEqual,assertEqual,runtime_extension,HE-0.2.10 extension profile,no,yes,yes,absent,,none,,hyperon/PeTTa/lib/lib_he.metta:12:(= (assertEqual $A $B),runtime_extension,unknown,No exporter contract mapping yet.,unknown,runtime-tests-present,StdLib-style assertion helper (equality).
HE-0.2.10,extension,ext.assertEqualToResult,assertEqualToResult,runtime_extension,HE-0.2.10 extension profile,no,yes,yes,absent,,none,,hyperon/hyperon-experimental/lib/tests/test_stdlib.metta:2:!(assertEqualToResult,runtime_extension,unknown,No exporter contract mapping yet.,unknown,runtime-tests-present,Result-set oriented assertion helper used in HE tests.
HE-0.2.10,extension,ext.assertEqualMsg,assertEqualMsg,runtime_extension,HE-0.2.10 extension profile,no,yes,yes,absent,,none,,"hyperon/hyperon-experimental/lib/tests/test_stdlib.metta:90:!(assertEqualMsg (+ 1 2) 3 ""Test message"")",runtime_extension,unknown,No exporter contract mapping yet.,unknown,runtime-tests-present,Assertion helper with explicit message payload.
HE-0.2.10,extension,ext.assertEqualToResultMsg,assertEqualToResultMsg,runtime_extension,HE-0.2.10 extension profile,no,yes,yes,absent,,none,,hyperon/hyperon-experimental/lib/tests/test_stdlib.metta:77:!(assertEqualToResultMsg,runtime_extension,unknown,No exporter contract mapping yet.,unknown,runtime-tests-present,Result-set assertion helper with explicit message payload.
HE-0.2.10,extension,ext.test,test,runtime_extension,HE-0.2.10 extension profile,no,yes,yes,absent,,none,,"hyperon/PeTTa/src/metta.pl:172:test(A,B,true) :- (A =@= B -> E = '✅' ; E = '❌'),",runtime_extension,unknown,No exporter contract mapping yet.,unknown,runtime-tests-present,PeTTa test helper used heavily in examples.
